FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia
1007265,Jefferson Township Community Farmers Market,http://www.jeffersontownship.org,,,,
1018464,Jeffersonville Farmers and Artisan Market,http://www.jeffersonvillefarmersandartisanmarket.com,www.facebook.com/jeffersonvillefarmersandartisanmarket,,,
1004232,Jeffersonville Farmers Market,http://www.jeffmainstreet.org/events/farmers-market,,,,
1004768,Jemez Springs Farmers' Market,http://www.jemezsustainable.org,,,,www.FarmersMarketsNM.org
1005903,Jericho Farmers Market  @ Mills Riverside Park,,https://www.facebook.com/JerichoFarmersMarket,,,
1011961,Jericho Farmers Market - winter,http://JerichoFarmersMarket.com,https://www.facebook.com/JerichoFarmersMarket/,,,
1009207,Jersey Jodi's Farmers Market ,http://www.jerseyjodimarket.com/#,,,,
1003398,Jerseyville Farmers' & Artisan Market,http://www.jch.org/news-events/farmers-market,,,,
1007277,Jim Thorpe Farmers Market,http://www.jimthorpefarmersmarket.org/,,,,
1009831,Jim Wells County Farmers Market,,https://www.facebook.com/JWCFarmersMarket/,,,
1005077,Jim's Farmers Market,http://www.jimsfarmersmarket.com,,,,
1005889,Jocko Valley Farmers' Market,http://www.arleemontana.org,,,,
1018256,John Jay Homestead Farm Market,http://johnjayhomestead.org/events/farm-market/,https://www.facebook.com/John-Jay-Homestead-Farm-Market-326964104093547/,,,
1018419,JOHN'S AMISH COUNTRY,http://johnsamishcountry.com,John's Amish Country,,,
1010389,Johns Island Farmers Market Homegrown,http://www.johnsislandfarmersmarket.com,https://www.facebook.com/HomeGrownFarmersMarket,https://twitter.com/HomegrownJIFM,,
1008307,Johnson City Farmers Market,http://www.johnsoncityfarmersmarket.com,https://www.facebook.com/pages/Johnson-City-Farmers-Market/241717076230?fref=ts,,,
1005555,Johnson County Farmers Market,http://www.johnsoncountyfm.org,https://www.facebook.com/Johnson-County-Farmers-Market-353262790131/?ref=aymt_homepage_panel,,,
1001179,Johnson County Farmers' Market,http://www.johnsonextension.com,,,,
1003032,Johnston Farmers Market,http://www.johnstonlionsclub.com,https://www.facebook.com/pages/Johnston-Farmers-Market/199378466755830,,,
1005454,Johnstown Farmers Market,http://www.fultonmontgomeryfarmersmarket.org,https://www.facebook.com/fultonmontgomeryfarmersmarket,,,
1005801,Johnstown Milliken Farmer's Market,http://www.johnstownmillikenchamber.com,,,,
1005800,Johnstown Milliken Farmer's Market,http://www.johnstownmillikenchamber.com,,,,
1000687,Joliet Farmers' Market,http://www.jolietdowntown.com,,,,
1008000,Joliet Junior College Farmers Market,http://www.jjc.edu/info/farmers-market,https://www.facebook.com/JJCfarmersmarket,,,
1003350,Jonesborough Farmers Market,http://www.jonesborough.locallygrown.net,https://www.facebook.com/pages/Jonesborough-Farmers-Market/273832686985,,,
1008593,Joplin Farmers' Market,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=602,,,,
1011705,Joseph Community Farmers Market,http://www.peletahministries.com/genesis-457-cdc,,,,
1010043,Josh's Farmers Market,http://www.joshsfarmersmarket.com,https://www.facebook.com/joshsfarmersmarket,https://twitter.com/joshsfarmmarket,,
1002907,Joshua Tree Certified Farmers Market,http://www.joshuatreefarmersmarket.com,https://www.facebook.com/pages/Joshua-Tree-Farmers-Market/164059226980487,,,
1010155,JR'S Farmers Market,http://www.jrsfarmersmarket.com,https://www.facebook.com/jrsfarmersmarket,,,
1004648,Juanita Friday Market,http://www.kirklandwa.gov/juanitafridaymarket,,,,
1006557,Julian St. James Farmers' Market,http://www.pcfma.com/julianstjames,,,,
1010383,Jump Start Jackson Farmers Market,,https://www.facebook.com/pages/Project-CHANGEMy-Brothers-Keeper-Inc/302255509871455,https://twitter.com/ProjectChangeMS,,
1018242,Juneau Farmers Market and Local Food Festival ,https://jahc.org/food-festival/,facebook/juneau.arts,,,@juneau_arts_council (instagram)
1009542,Juniata Farmers Market ,,https://www.facebook.com/pages/Juniata-Farmers-Market/478571605491615,,,
1009405,Kahle Park Farmers Market ,,https://www.facebook.com/pages/Friday-Evening-Farmers-Market-at-Kahle-Community-Park/119913751478761,,,
1005270,Kailua Distirct Park (People's Open Market),http://www.honolulu.gov/parks/programs/pom,,,,
1004456,Kailua Farmers Market,http://www.hfbf.org,,,,
1008502,KailuaTown Farmers Market,http://www.kailuatownfarmersmarket.com,https://www.facebook.com/KailuaTownFarmersMarket,https://twitter.com/farmlovers,,@alohafarmlovers on pinterest
1011351,Kaiser Antioch Farmers' Market,http://www.pcfma.org,,,,
1006573,Kaiser Fremont CFM,http://www.pcfma.com/market_home.php?market_id=33,,,,
1006571,Kaiser Hayward Farmers' Market,http://www.pcfma.com/market_home.php?market_id=31,,,,
1002541,Kaiser Medical Center Panorama City FM,http://www.sfma.net,,,,
1006585,Kaiser Oakland Farmers' Market,http://www.pcfma.com/market_home.php?market_id=9,,,,
1008375,Kaiser Permanente Fresno Farmers Market,http://www.kp.org/fresno,,https://twitter.com/kpfresno,,
1001046,Kaiser Permanente Morse Ave (Sacramento),http://www.Salleorchards.com,salle orchards,,,
1001049,Kaiser Permanente Pointe West,http://www.Salleorchards.com,salle orchards,,,
1011443,Kaiser Permanente San Jose Farmers' Market,http://www.pcfma.org,,www.twitter.com/PacCoastFarmers,,
1011444,Kaiser Permanente Santa Clara Farmers' Market,http://www.pcfma.org,,www.twitter.com/PacCoastFarmers,,
1006572,Kaiser Permanente Union City Farmers' Market,http://www.pcfma.com/market_home.php?market_id=32,,,,
1011485,Kaiser Redwood City Certified Farmers' Market,http://pcfma.org,,twitter.com/PacCoastFarmers,,instagram.com/pcfma
1011502,Kaiser San Francisco Certified Farmers' Market,http://pcfma.org,,twitter.com/PacCoastFarmers,,instagram.com/pcfma
1003673,Kaiser South Bay Farmers' Market,http://www.lacienegafarmersmarket.com,https://www.facebook.com/kaisersouthbayfarmersmarket?ref=hl,https://twitter.com/MNPFarmersMkt,,
1011466,Kaiser South San Francisco Certified Farmers' Market,http://pcfma.org,,twitter.com/PacCoastFarmers,,instagram.com/pcfma
1011356,Kaiser Vallejo Farmers' Market,http://www.pcfma.org,,,,
1011346,Kaiser Walnut Creek,http://www.pcfma.org,,,,
1002217,Kakaako Farmers' Market,http://www.kakaakofarmersmarket.com,https://www.facebook.com/pages/Kakaako-Farmers-Market/245999865419258,https://twitter.com/farmlovers,,@alohafarmlovers on pinterest
1016886,Kalamazoo Farmers Market ,http://pfcmarkets.com/,https://www.facebook.com/KalamazooFarmersMarket/,,,https://www.instagram.com/explore/locations/2843230/kalamazoo-farmers-market/
1005252,Kalihi Valley District Park (People's Open Market),http://www.honolulu.gov/parks/programs/pom,,,,
1011859,Kalkaska Farmers Market,,www.facebook.com/kalkaskafarmmarket,,,
1008118,Kamehameha Community Park (People's Open Market),http://www.honolulu.gov/parks/programs/pom,,,,
1012470,Kamm's Corners Farmers Market,http://www.kammscornersfarmersmarket.org,https://www.facebook.com/kammsmarket/,,,
1012702,Kamuela Farmers Market,http://kamuelafarmersmarket.com/,https://www.facebook.com/kamuelafarmersmarket/,,,https://www.instagram.com/kamuelafarmersmarket/
1005253,Kaneohe District Park (People's Open Market),http://www.honolulu.gov/parks/programs/pom,,,,
1010312,Kankakee Farmers' Market,http://www.downtownkankakee.com/farmers.html,https://www.facebook.com/K3FarmersMarket,https://twitter.com/K3FarmersMarket,,
1001038,Kankakee Farmers' Market - Spring Market,http://www.downtownkankakee.com/farmers.html,https://www.facebook.com/groups/KankakeeFarmersMarket/,,,
1011807,Kansas Grown Farmers Market 21st & Ridge,http://www.kansasgrowninc.com,kansasgrowninc,@KSGrownMarket,,@kansasgrownfarmersmarket
1011808,Kansas Grown Farmers Market 21st & Rock,http://www.kansasgrowninc.com,kansasgrownfarmersmarket,@KSGrownMarket,,@kansasgrownfarmersmarket
1018766,Kansas Grown Farmers Market Derby,http://www.kansasgrowninc.com,@kansasgrownfarmersmarket,@ksgrownmarket,,
1005254,Kapolei Community Park (People's Open Market),http://www.honolulu.gov/parks/programs/pom,,,,
1006662,Kauai Community Market,http://www.kauaicommunitymarket.org,,,,
1008102,Kauai Culinary Market,http://www.kauaigrown.org,,,,
1005873,Kauffman's Farmers Market,http://www.kauffmanfarmerket.com,,,,
1005255,Kaumualii Street (People's Open Market),http://www.honolulu.gov/parks/programs/pom,,,,
1002030,KC Organics and Natural Market,http://www.kcorganics.com,https://www.facebook.com/kcorganicsandnaturalmarket?Cached,,,
1007736,KCC Diamond Head Farmers Market,http://www.hfbf.org,,,,
1018496,KCK Farmers Market - THURSDAY at KCKCC,http://www.kckfarmersmarket.com/information2.html,https://www.facebook.com/kckfarmersmarket/,https://twitter.com/FarmersKCK,,
1018497,KCK Farmers Market - TUESDAY at Catholic Charities,http://www.kckfarmersmarket.com/information2.html,https://www.facebook.com/kckfarmersmarket/,https://twitter.com/FarmersKCK,,
1018498,KCK Farmers Market - WEDNESDAY on Strawberry Hill,http://www.kckfarmersmarket.com/information2.html,https://www.facebook.com/kckfarmersmarket/,https://twitter.com/FarmersKCK,,
1005806,Kearney Area Farmers' Market,http://www.krnyfarmersmarket.com,https://www.facebook.com/KearneyAreaFarmersMarket,,,
1008689,Kearney Area Farmers' Market,http://www.krnyfarmersmarket.com,https://www.facebook.com/KearneyAreaFarmersMarket,,,
1012346,Keauhou Farmers Market,http://www.konacountyfarmbureau.org,https://www.facebook.com/KeauhouFarmersMarket/,,,
1001927,Keene Farmers' Market,http://www.adirondackfarmersmarket.com,,,,
1010219,Keeseville Farmers' Market,http://www.adirondackfarmersmarket.com,,,,
1019003,Keller Farmers Market,https://www.kellerfarmersmarket.com/,https://www.facebook.com/KellerFarmersMarket/,https://twitter.com/KellerFarmersM,,https://www.instagram.com/kellerfarmersmarket/
1012330,Kelso Bridge Market,,Kelso Bridge Market,,,
1005665,Kemah Farmers and Open Air Market,http://www.kemahfarmersmarket.com,https://www.facebook.com/KemahFarmersMarket,,,
1010254,Kemmerer Farmers Market,http://www.visitkemmerer.org,,https://twitter.com/kemmerermainst,,
1001492,Kenai's Saturday Market,http://www.visitkenai.com,,,,
1008334,Kendallville Main Street Farmer's Market,,https://www.facebook.com/#!/kendallvillefarmersmarket?fref=ts,,,
1002297,Kenilworth Farmers Market,http://kenilworthmarket.wordpress.com/,https://www.facebook.com/pages/Kenilworth-Farmers-Market/115513791856597,,,
1004191,Kennebunk Farmers' Market,http://www.kennebunkfarmersmarket.org,facebook.com/KennebunkFarmersMarket,,,
1002099,Kennedy Park Farmers Market,http://www.shelbyzoey@comcast.net,,,,
1001664,Kennedy Plaza Farmers Market,,https://www.facebook.com/crossroadsfarmatgrossmanns,,,
1018119,Kennesaw Farmers Market,,Kennesaw Farmers Market,,,
1018727,Kennett Square Farmer's Market,http://historickennettsquare.com/recreation-culture/kennett-square-farmers-market/,http://www.facebook.com/ksqfarmersmarket/,,,http://www.instagram.com/ksqfarmersmarket/
1012126,Kenosha HarborMarket,http://kenoshaharbormarket.com,Kenosha HarborMarket ,,,
1012128,Kenosha Winter HarborMarket ,http://kenoshaharbormarket.com,Kenosha HarborMarket ,,,
1006349,Kensington Farmers Market,http://www.tok.md.gov,,,,
1012269,Kensington Metropark Farmers Market,http://www.metroparks.com/facilities-education/kensington-farm-center/,https://www.facebook.com/KensingtonMetropark/,,,
1008923,Kensington YM,http://www.grownyc.org,https://www.facebook.com/BrooklynGreenmarkets,,,
1001890,Kent Island Farmer's Market,http://www.kentislandfarmersmarket.com,https://www.facebook.com/Kentislandfarmersmarket,,,
1010867,Kentwood Farmers Market,http://www.ci.kentwood.mi.us/cityhall/Departments/recreation/Farmers-Market.asp,https://www.facebook.com/CityofKentwoodFarmersMarket/,,,
1018630,Kenwood Community Farmers Market,http://www.communityfarmersmarkets.com,https://www.facebook.com/kenwoodcommunityfarmersmarket/,,,Instagram communitymarkets
1010632,Keokuk Farmers Market,http://www.keokukchamber.com,,,,
1010150,Kernersville Farmers Market,http://www.kernersvillefarmersmarket.com,https://www.facebook.com/KernersvilleFarmersMarket,,,
1019210,Kershaw County Farmers Market,http://www.kcfarmersmarket.org/,https://www.facebook.com/KCFMMarket/,,,https://www.instagram.com/kershawcountyfarmersmarket/
1005876,Ketchum Farmers' Market,http://www.wrfarmersmarket.org,,,,
1011734,Kewaunee County Farmers Market,http://KewCoFarmersMarket.com,Rural Enterprise Network,,,
1009352,Key Biscayne Farmers Market,http://themarketcompany.org,,,,
1009287,Keys Gate Farmer's Market ,http://www.kgfarmersmarket.com/,,,,
1009413,Kimball Ridge Family Market ,http://www.localharvest.org/kimball-ridge-family-market-M21835,,,,
1006379,King & Queen Community Development Farmers Market,http://www.kqcd.org,,,,
1000922,King City Certified Farmers Market,http://www.kingcitychamber.com,,,,
1000617,King Estate Market Place,http://www.kingestate.com,,,,
1010636,King Farmers' Market,http://www.kingfarmersmarket.org,www.facebook.com/KingFarmersMarket,https://twitter.com/KingFarmersMkt,,https://www.instagram.com/king_farmers_market/
1004921,King Ferry Farmers Market,http://www.kingferry.blogspot.com,,,,
1019120,King George Farmers Market,,@KingGeorgeFarmersMarket,,,
1011182,King Street Station Farmers' Market,,https://www.facebook.com/upperkingfarmersmarket,,,
1000653,King's Beach Farmers Market,http://www.foothillfarmersmarket.com,,,,
1003171,Kingfield Farmers Market,http://www.neighborhoodrootsmn.org,https://www.facebook.com/kingfieldmarket,https://twitter.com/kingfieldmarket,,Instagram: neighborhoodrootsmn
1012794,Kingman Farmers Market,http://www.kingmanfarmersmarket.org,https://www.facebook.com/KingmanFarmersMarket/,,,
1001665,Kings Park Farmers Market,http://www.ligreenmarket.org,,,,
1009344,Kingsley Market ,,https://www.facebook.com/KingsleyMarket,,,
1011090,Kingston Farmers Market,http://Kingstonfarmersmarket.com,https://www.facebook.com/pages/Kingston-Farmers-Market/131653960200638,,,
1003269,Kingston Farmers' Market,http://www.kingstonfarmersmarket.org,Facebook.com/kingstonfarmersmarket,,,@kingstonfarmersmarket
1010308,Kingston Springs Farmers & Artisans Market,https://www.ksfarmersmarket.org,https://www.facebook.com/KSFarmersMarket,,,
1019491,Kingstowne,https://www.fairfaxcounty.gov/parks/farmersmarkets/kingstowne,https://www.facebook.com/events/388112988700408/,,,@fairfaxfarmmarkets
1018158,Kingwood Farmer's Market,,"Kingwood WV,  Farmers Market",,,
1019087,Kinsley Farmers Market,,https://www.facebook.com/KinsleyFarmersMarket/,,,
1009262,Kirby's Farmers' Market ,http://www.localharvest.org/kirbys-farmers-market-M53871,,,,
1000666,Kirkland Wedneseday Market,http://www.kirklandmarket.org,,@KirklandWMarket,,
1019266,Kirksville Kiwanis Farmers' Market,,Kirksville Kiwanis Farmers' Market,,,
1005096,Kirkwood Farmers' Market,http://www.downtownkirkwood.com,,,,
1019212,Kirtland Growers Market,,https://www.facebook.com/KirtlandGrowersMarket/,,,
1009508,Kissimmee Valley Farmer's Market ,http://www.kissimmeemainstreet.wordpress.com/,https://www.facebook.com/KissimmeeValleyFarmersMarket,,,
1011117,Kittery Community Market,http://www.kitterycommunitymarket.com,facebook.com/kitterymarket,twitter.com/kitterymarket,,instagram.com/kitterymarket
1002224,Kittitas County Farmers Market,http://www.kcfarmersmarket.com,,,,
1000751,kitty hawk farm & flea market,http://www.kittyhawkfleamarket.com,,,,
1000560,Klamath Falls Farmers Market Assoc. Inc.,http://www.klamathfallsfarmersmarket.org,https://www.facebook.com/pages/Klamath-Falls-Farmers-Market/399618840083261,,,
1006065,Klem's Farmer's Market in Spencer,http://www.klemsonline.com,https://www.facebook.com/KlemsFarmersMarket,,,https://www.facebook.com/KlemsOnline
1002690,Knox Farmers Market,http://www.knoxfarmersmarket.org,,,,
1009962,Knoxville Farmers Market -Laurel,http://www.easttnfarmmarkets.org/,https://www.facebook.com/pages/FARM-Markets-Knoxville-Oak-Ridge/125470877524884,,,
1012465,Knoxville Farmers Market- Ebenezer Road,http://easttnfarmmarkets.org,Ebenezer Road Farmers Market,Ebenezer Road Farmers Market,,
1012464,Knoxville Farmers Market- Lakeshore,http://easttnfarmmarkets.org,Lakeshore Farmers Market,Lakeshore Farmers Market,,
1012628,Knoxville Farmers' Market ,,knoxville farmers market,,,
1010874,Kokomo Downtown Farmers' Market,http://www.kokomofarmersmarket.com,www.facebook.com/kokomofarmersmarket,,,www.instagram.com/kokomofarmersmarket
1001306,Kootenai County Farmers Market I,http://www.kootenaicountyfarmersmarket.com,,,,
1001307,Kootenai County Farmers Market II,http://www.kootenaicountyfarmersmarket.com,,,,
1011753,Koreshan Sunday Farmers' Market,http://www.floridastateparks.org/park/koreshan,,,,
1002140,Kronenwetter Farmer's Market,http://kronenwetter.org/departments/CD/CEvents/farmersmarket,https://www.facebook.com/KronenwetterWI,,,
1016770,Ktizo UCC Farmers' Market,, https://www.facebook.com/ktizofarmersmarket,,,
1000520,Kuna Farmers Market,http://www.kunafarmersmarket.com,https://www.facebook.com/pages/Kuna-Farmers-Market/104827502889837,,,
1009523,Kunnaris Farm Market ,http://www.kunnaris.com/index.html,https://www.facebook.com/pages/Kunnaris-Farm-Market/215853585158878,,,
1004742,Kuyahoora Valley Farmers Market,http://www.kvfarmersmarket.com/,,,,
1004330,L.A. Adams/Vermont Farmers Market,http://www.farmernet.com,,,,
1002082,L.A. Central Avenue Farmers Market,http://www.farmernet.com,,,,
1005154,L.A. Chinatown Farmers Market,http://www.farmernet.com,,,,
1004896,L.A. Harambee Farmers Market,http://www.farmernet.com,,,,
1002081,L.A. Leimert Park Farmers Market,http://www.farmernet.com,,,,
1005752,L.A. Seventh & Fig Farmers Market,http://www.farmernet.com,,,,
1001269,L.A. Silverlake Farmers Market,http://www.farmernet.com,,,,
1003441,L.A. Wilshire Center Farmers Market,http://www.ccfm.com,,,,
1003444,La Canada Flintridge Farmers Market,http://www.farmernet.com,,,,
1009715,La Cienega CFM at Kaiser WLA,http://www.lacienegafarmersmarket.com,https://www.facebook.com/kaiserwestlafarmersmarket?ref=hl,https://twitter.com/MNPFarmersMkt,,
1009714,La Cienega Farmers' Market,http://www.lacienegafarmersmarket.com,https://www.facebook.com/lacienegafarmersmarket?ref=hl,https://twitter.com/LaCienegaCFM,,
1002405,La Crescent Farmers Market,http://www.lacrescentfarmersmarket.blogspot.com,,,,
1003343,La Familia Verde Farmers Market,http://www.lafamiliaverde.org,,,,
1009424,La Follette ParkÂ ,http://www.cityofchicago.org/city/en/depts/dca/supp_info/farmers_market3.html,https://www.facebook.com/pages/Chicago-Farmers-Markets/19988198547?sid=4c2c43d8cfa7095a22e0d9f9c19d26c3&ref=search,,,
1001700,La Grande Farmers' Market,http://www.lagrandefarmersmarket.org,https://www.facebook.com/pages/La-Grande-Farmers-Market/285515517634,,,
1011114,La Grange Farmers Market,http://www.lgba.com/LGBA-Farmers-Market,https://www.facebook.com/lagrangefarmersmarket,,,
1007426,La Grange Farmers' Market & Artisans,http://www.lagrangefarmersmarket.com,https://www.facebook.com/pages/La-Grange-Farmers-Market-Artisans/119743604720232,,,
1009451,La Jara Farmer's Market ,http://www.lajollamarket.com/,https://www.facebook.com/pages/La-Jolla-Open-Aire-Market/106322796070734?ref=hl,,,
1005521,La Mesa Certified Farmers Market,,https://www.facebook.com/pages/La-Mesa-Certified-Farmers-Market/143905265741109,n/a,n/a,n/a
1019506,La Plata Farmers Market - Saturday,https://townoflaplata.org/farmersmarket,https://www.facebook.com/LaPlataFarmersMarket/,,,https://www.instagram.com/lpmdmarketmaster/
1001948,La Plaza Latino Farmer's Market,http://www.clubcmva.com,https://www.facebook.com/laplazalatinmarket,https://twitter.com/La_Plaza_Market,,Www.laplazarva.com
1009331,LaCenter Community Farmers Market ,,https://www.facebook.com/FarmersMarketLaCenter,,,
1006879,Lacey Farmers Market,http://www.ci.lacey.wa.us/community-market.html,,,,
1006058,Laconia Farmers Market,http://Www.laconiafarmersmarket.com,https://www.facebook.com/laconiafarmersmarket,,,
1002135,Laconia Main Street Outdoor Marketplace,,https://www.facebook.com/pages/Laconia-Main-St-Marketplace/194788787205971,,,
1019409,Lafayette County Farmers Market,,https://www.facebook.com/Lafayette-County-Farmers-Market-At-Lewisville-1709681622637869/,,,
1008768,Lafayette County Farmers' Market - Higginsville,http://www.higginsvillechamber.org/market.aspx,,,,
1008770,Lafayette County Farmers' Market - Lexington,http://www.visitlexingtonmo.com,,,,
1016830,Lafayette County Farmers' Market - Odessa,,Odessa-MO Farmers' Market,,,
1010416,Lafayette Farmers and Artisans Market at the Horse Farm,http://marketatthehorsefarm.com,https://www.facebook.com/LafayetteFarmersAndArtisansMarketAtTheHorseFarm,,,
1006156,Lafayette Farmers Market,http://www.cccfm.org,,,,
1004526,Lafayette Farmers' Market,http://www.naturespointmarkets.com,,,,
1004234,Lafayette Jockey Lot Flea Market,http://www.lafayettejockeylot.com,,,,
1001177,Lafayette's Hub City Farmer's Market,http://www.lafayettehubcitymarket.com,,,,
1010305,Lafourche Central Market ,,https://www.facebook.com/LafourcheCentralMarket,,,
1009633,Laguna Beach Certified Farmers Market,http://www.orange.cfbf.com,https://www.facebook.com/ocfarmbureaufarmersmarkets,,,
1005601,Laguna Hills Certified Farmers' Market,http://www.orange.cfbf.com/,https://www.facebook.com/ocfarmbureaufarmersmarkets,,,
1003419,laguna niguel CFM,http://www.orange.cfbf.com,https://www.facebook.com/ocfarmbureaufarmersmarkets,,,
1019103,Lake Barrington Farmer's Market,http://www.LakeBarringtonFarmersMarket.com,https://www.facebook.com/Labafama/,,,#LaBaFaMa
1004167,Lake City Farmers Market,http://www.seattlefarmersmarkets.org,https://www.facebook.com/LakeCityFarmersMarket,https://twitter.com/seattlefarmmkts,,
1011271,Lake County Farmers' and Flea Market,https://www.facebook.com/LakeCountyFLFairgrounds,https://www.facebook.com/LakeCountyFLFairgrounds,,,
1004928,Lake DeSoto Farmers Market,http://www.lcfla.com,https://www.facebook.com/lakedesotofarmersmarket,,,
1012202,Lake Forest Park Farmers Market,http:// thirdplacecommons.org/farmers-market/,https://www.facebook.com/ThirdPlaceCommons/,,,
1006660,Lake Mary Farmers' Market,http://www.lakemaryfarmersmarket.com,,,,
1008131,Lake Metroparks Farmpark Farmers' Market,http://www.lakemetroparks.com ,,,,
1005858,Lake Mills Farmers' Market,http://www.lakemillsfarmersmarket.com,,,,
1009180,Lake Milton Farmers Market ,http://www.lakemiltoninfo.com/,,,,
1012785,Lake of the Pines Association Certified Farmers Market,http://www.lop.org/sub_category_list.asp?category=108&title=Farmers+Market,https://www.facebook.com/LOPFarmersMarket/,,,
1000654,Lake of the Pines Farmers Market,http://www.foothillfarmersmarket.com,,,,
1004182,Lake Orion Farmers' Market,http://www.lakeorionfarmersmarket.com,https://www.facebook.com/lakeorionfarmersmarket,,,
1003863,Lake Oswego Farmers' Market,http://www.ci.oswego.or.us/parksrec/lake-oswego-farmers-market,https://www.facebook.com/pages/Lake-Oswego-Farmers-Market/,,,
1001696,Lake Placid Farmers Market,http://www.lakeplacidfarmersmarket.com,,,,
1012206,Lake Placid Farmers' Market ,http://www.ausablevalleygrangefarmersmarkets.com/lake-placid.html,https://www.facebook.com/ausablevalleygrangefarmersmarkets/,,,
1008608,Lake Saint Louis Farmers and Artists Market,http://www.lakesaintlouisfarmersandartistsmarket.com,https://www.facebook.com/pages/Lake-Saint-Louis-Farmers-Artists-Market-at-The-Meadows/122964644496022?fref=ts,,,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=634
1010519,Lake Wales Downtown Farmer's Market,http://www.lakewalesmainstreet.com,www.facebook.com/Lake-Wales-Downtown-Farmers-Market,,,
1009289,"Lake Worth Farmer's Market, Waterside ",,https://www.facebook.com/pages/Lake-Worth-Farmers-Market/185534338138863,,,
1009489,Lake Zurich Area Farmers Market ,http://www.volz.org/index.aspx?NID=366,https://www.facebook.com/LakeZurichFarmersMarket,,,
1009471,Lakehurst Revitalization Assocciation Farmer's Market ,http://www.localharvest.org/lakehurst-revitalization-assocciation-farmers-market-M57208,,,,
1001627,Lakeland Downtown Farmers Curb Market,http://www.downtownfarmerscurbmarket.org,www.facebook.com/FarmersCurbMarket,https://twitter.com/curbmarket,,
1001229,Lakes Area Farmers Market Cooperative,http://www.lakesareafarmersmarket.com,,,,
1010516,Lakes Park Farmers Market,http://BuyLocalLee.com,Facebook.com/LakesParkFarmersMarket,,,
1003797,Lakes Region Farmers Market,http://www.lrfm.org,,,,
1008508,Lakeshore Farmers Market,,https://www.facebook.com/#!/pages/Lakeshore-Farmers-Market/172012482833807,,,
1019198,Lakeside Farmers Market - Saturday - year round,http://www.lakesidefarmersmarket.net/,https://www.facebook.com/LakesideMarketRVA/,,,@LakesideMarketRVA
1002021,Lakeside Farmers' Market,http://www.lakesidefarmersmarket.net,https://www.facebook.com/pages/Lakeside-farmers-market/96856541016,,,
1012340,Lakewood Center Farmers' Market,http://Socalfarmersmarkets.net,www.facebook.com/lakewoodcenterfarmersmarket,,,www.instagram.com/socalfarmersmarkets
1002521,Lakewood Earth and Food (LEAF) Community Farmers' Market,http://www.leafcommunity.org,https://www.facebook.com/groups/leafc,,,
1009947,Lakewood Farmers Market,http://marketconnect.us,https://www.facebook.com/lakewoodfarmersmarket,,,
1011107,Lakewood Farmers Market,http://denverfarmersmarket.com,,,,
1019427,Lakewood NY Farmers' and Artisans' Market,http://lakewoodny.com/government/lakewoods-farmers-artisans-market/,https://www.facebook.com/lakewoodnyfarmersmarket/,,,https://www.instagram.com/farmersmarketlakewoodny/
1000215,Lamoille Valley Year Round Farmers Artisan Market,http://www.farmersartisanmarket.com,,,,
1019035,Lamoni Farmer's Market,,Lamoni Farmers' Market,,,
1006369,LaMoure Farmers Market,,https://www.facebook.com/LaMoureFarmersMarket,,,
1009162,Lampe Park Farmers Market ,,https://www.facebook.com/FarmersMarketatLampePark,,,
1002181,Lan-Oak Park District Farmer's Market,http://www.lanoakparkdistrict.org,,,,
1018491,Lanark Farmers Market ,http://lanarkil.com/newsevents/farmers-market/,https://www.facebook.com/LanarkFarmersMarket/,https://twitter.com/lanark_market,,https://www.instagram.com/lanarkfarmersmarket/
1012734,Lancaster Central Market,http://www.centralmarketlancaster.com,https://www.facebook.com/LancasterCentralMarket/,https://twitter.com/lanccentmrkt,,https://www.instagram.com/centralmarketlancaster/
1016889,Lancaster East Side Market,http://www.lancastereastsidemarket.com,https://www.facebook.com/LancasterEastSideMarket/,https://twitter.com/lanceastside,,https://www.instagram.com/lancastereastsidemarket/
1005166,Lancaster Farmers Market,http://www.lancasterfarmersmarket.com,,,,
1004639,Lancaster Farmers'  Market,http://www.lancasterfarmersmarket.net,,,,
1002513,Lancaster Market,http://www.lancastervillagemarket.com,https://www.facebook.com/pages/Lancaster-Farmers-Market/174417889248452,https://twitter.com/lancastervillagemarket,lancastervillagemarket,
1006698,Landis Marketplace,http://www.landismarketplace.com,https://www.facebook.com/pages/Landis-Marketplace/139377179422305,,,
1011058,Landmark Greenwood Village Fresh Market,http://coloradofreshmarkets.com,Colorado Fresh Markets,ColoradoFreshMarkets@COfreshmarkets,,
1019352,Landon's Greenhouse Farmers Market,https://landonsgreenhouse.com/local-foods/,Landon's Local Food Market,,,
1005352,Lane County Farmers Holiday Market,http://www.lanecountyfarmersmarket.org/,https://www.facebook.com/lanecounty.farmersmarket.3?fref=ts,https://twitter.com/farmmarketeers,https://www.youtube.com/channel/UCZELeX-wwsyo4M1h7ehatVQ,
1009803,Lane County Farmers Market,http://www.lanecountyfarmersmarket.org/,https://www.facebook.com/lanecounty.farmersmarket.3?fref=ts,https://twitter.com/farmmarketeers,https://www.youtube.com/channel/UCZELeX-wwsyo4M1h7ehatVQ,
1006399,Lanesboro Farmers Market,http://www.lanesboro-mn.gov/commissions-farmersmarket.php,,,,
